lemma_slp1	example_slp1	example_sa	example_ru	example_work	example_passage	example_kind
kAmASramapada	kAmASramapada	kāmāśramapada	обитель Камы	01_ramayana-balakanda	23.22	translation
kAmAgni	kAmAgni	kāmāgni	огонь желанья	shatakatrayam	3.19	translation
kAmArTa	kAmArTa	kāmārtha	из-за	03_ramayana-aranyakanda	47.13	translation
kAmArTin	kAmArTin	kāmārthin	нуждается	kama-sutra	5.2.12	translation
kAmArta	kAmArta	kāmārta	мучимый любовью	manavadharmashastra	8.67	translation
kAmAtman	kAmAtman	kāmātman	сластолюбив	02_ramayana-ayodhyakanda	12.83	translation
kAmAtmatA	kAmAtmatA	kāmātmatā	одержимый любовью	02_ramayana-ayodhyakanda	21.57	translation
kAmAvasAyitva	kAmAvasAyitva	kāmāvasāyitva	неограниченность в желаниях	sankhya-karika	23.2	commentary
kAma	kAma	kāma	любовь	01_mahabharata-adiparva	1.1.39-48	translation
kAmaBoga	kAmaBoga	kāmabhoga	наслаждений	05_ramayana-sundarakanda	16.24	translation
kAmaDAtu	kAmaDAtu	kāmadhātu	чувственный мир	yoga-sutry_vyasa-bhashya	3.16	commentary
kAmaDenu	kAmaDenu	kāmadhenu	Корову, исполняющую желания	01_ramayana-balakanda	54.1	translation
kAmaSalya	kAmaSalya	kāmaśalya	с острием из страсти	03_atharvaveda	25.2	translation
kAmaWa	kAmaWam	kāmaṭham	черепахи	01_ramayana-balakanda	45.29	translation
kAmacAra	kAmacArataH	kāmacārataḥ	намеренно	manavadharmashastra	2.220	translation
kAmacArin	kAmacArin	kāmacārin	может лететь куда хочет	01_mahabharata-adiparva	1.27.1-3	translation
kAmacarI	kAmacarI	kāmacarī	Камачари	09_mahabharata-shalyaparva	9.45.16-22	translation
kAmacara	kAmacaram	kāmacaram	способный перемещаться куда угодно	03_mahabharata-aranyakaparva	3.170.1-5	translation
kAmadA	kAmadA	kāmadā	Камада	09_mahabharata-shalyaparva	9.45.23-28	translation
kAmada	kAmadam	kāmadam	по желанию	03_ramayana-aranyakanda	49.4	translation
kAmadeva	kAmadeva	kāmadeva	Камадевой	buddhacharita	13.2	translation
kAmadohinI	kAmadohinI	kāmadohinī	Исполняющую желания корову	01_ramayana-balakanda	53.25	translation
kAmaduGA	kAmaduGa	kāmadugha	исполняющие желания	09_mahabharata-shalyaparva	9.42.35-37	translation
kAmaduh	kAmaDuk	kāmadhuk	корова желаний	02_ramayana-ayodhyakanda	74.28	translation
kAmagA	kAmagA	kāmagā	блуждаешь, где хочешь	03_ramayana-aranyakanda	19.5	translation
kAmaga	kAmagA	kāmagā	блуждаешь, где хочешь	03_ramayana-aranyakanda	19.5	translation
kAmagama	kAmagama	kāmagama	способная двигаться (всюду) по желанию	01_mahabharata-adiparva	1.21.1-6	translation
kAmagati	kAmagati	kāmagati	движущаяся по воле	raghuvamsha	13.76-78	translation
kAmaguRa	kAmaguRa	kāmaguṇa	страстями	buddhacharita	5.15	translation
kAmaja	kAmaja	kāmaja	порожденных желанием	manavadharmashastra	7.50	translation
kAmakAma	kAmakAmA	kāmakāmā	желание желаний	gitarthasamgraha-abhinavagupta	9.22	translation
kAmakAmin	kAmakAmin	kāmakāmin	кто желания свои лелеет	06_mahabharata-bhishmaparva	6.24.70	translation
kAmakAra	kAmakAra	kāmakāra	вволю	03_mahabharata-aranyakaparva	3.111.12	translation
kAmakroDa	kAmakroDa	kāmakrodha	страстью и гневом	03_mahabharata-aranyakaparva	3.197.31-42	translation
kAmalAyana	kAmalAyana	kāmalāyana	Камалаяна	ch-up	4.10.1	translation
kAmalubDa	kAmalubDayA	kāmalubdhayā	алчной до любви	01_mahabharata-adiparva	1.78.1-2	translation
kAmam	kAmam	kāmam	если желаешь	12_mahabharata-shantiparva	12.1.24-34	translation
kAmamUQa	kAmamUQa	kāmamūḍha	ослепленные желанием	05_mahabharata-udyogaparva	5.67.11-15	translation
kAmamUta	kAmamUtA	kāmamūtā	Обезумев от любви	10_rigveda	10.11	translation
kAmamaya	kAmamaya	kāmamaya	состоит из желания	br-up	3.9.11	translation
kAmamohita	kAmamohitam	kāmamohitam	Околдованному любовью	02_ramayana-ayodhyakanda	11.17	translation
kAmapAla	kAmapAlaH	kāmapālaḥ	Камапала	01_mahabharata-adiparva	1.212.25-32	translation
kAmapra	kAmapreRa	kāmapreṇa	исполнение желаний	10_atharvaveda	9.4	translation
kAmapraSna	kAmapraSna	kāmapraśna	вопрос, какой пожелает	br-up	4.3.1	translation
kAmarUpa	kAmarUpa	kāmarūpa	свободно меняющий облик	05_ramayana-sundarakanda	34.16	translation
kAmarUpaDara	kAmarUpaDarA	kāmarūpadharā	способная к преображению	01_ramayana-balakanda	26.19	translation
kAmarUpiRI	kAmarUpiRI	kāmarūpiṇī	свободно меняющая облик	05_ramayana-sundarakanda	1.185	translation
kAmarUpin	kAmarUpin	kāmarūpin	меняющими свободно облик	05_ramayana-sundarakanda	1.6	translation
kAmarasa	kAmarasa	kāmarasa	испускании семени	01_mahabharata-adiparva	1.90.64-76	translation
kAmarasika	kAmarasika	kāmarasika	утехи	shatakatrayam	3.50	translation
kAmasU	kAmasu	kāmasu	дарует исполнение желаний	raghuvamsha	5.33-34	translation
kAmasUtra	kAmasUtra	kāmasūtra	Камасутры	kama-sutra	1.2.13	translation
kAmasamutTa	kAmasamutTa	kāmasamuttha	порожденных желанием	manavadharmashastra	7.45	translation
kAmatas	kAmataH	kāmataḥ	Не зная ни в чем отказа	02_ramayana-ayodhyakanda	1.3	translation
kAmavAsin	kAmavAsinIm	kāmavāsinīm	живу где пожелаю	03_mahabharata-aranyakaparva	3.62.25-33	translation
kAmavIrya	kAmavIrya	kāmavīrya	соответственно желанию изменять (размеры) своей силы	01_mahabharata-adiparva	1.27.1-3	translation
kAmavaSa	kAmavaSa	kāmavaśa	находящийся во власти любви	05_ramayana-sundarakanda	36.43	translation
kAmavat	kAmavAn	kāmavān	охотно	05_mahabharata-udyogaparva	5.142.10-18	translation
kAmavatI	kAmavatI	kāmavatī	полюбили	01_mahabharata-adiparva	1.92.5	translation
kAmavftta	kAmavftta	kāmavṛtta	своеволие	03_ramayana-aranyakanda	43.21	translation
kAmavivarjita	kAmavivarjita	kāmavivarjita	лишенный желаний	mai-up	4.5	translation
kAmayA	kAmayA	kāmayā	откровенно	01_mahabharata-adiparva	1.10.5-6	translation
kAmboja	kAmboja	kāmboja	камбоджи	01_mahabharata-adiparva	1.4.1-7	translation
kAmepsu	kAmepsus	kāmepsus	ради удовлетворения желания	06_mahabharata-bhishmaparva	6.40.24	translation
kAmi	kAmayeyam	kāmayeyam	полюблю	05_ramayana-sundarakanda	26.8	translation
kAmin	kAmI	kāmī	любящий	02_ramayana-ayodhyakanda	10.27	translation
kAmita	kAmita	kāmita	любви	kama-sutra	1.1.20	translation
kAmopaBoga	kAmopaBoga	kāmopabhoga	наслаждения любовью	01_mahabharata-adiparva	1.100.22-30	translation
kAmpilya	kAmpilya	kāmpilya	Кампилье	01_mahabharata-adiparva	1.128.14-18	translation
kAmuka	kAmuka	kāmuka	возлюбленных	05_ramayana-sundarakanda	10.49	translation
kAmukatva	kAmukatva	kāmukatva	любовникъ	megha-duta	1.24	translation
kAmyA	kAmyA	kāmyā	на долю	02_ramayana-ayodhyakanda	25.32	translation
kAmya	kAmyA	kāmyā	на долю	02_ramayana-ayodhyakanda	25.32	translation
kAmyaka	kAmyaka	kāmyaka	Камьяка	03_mahabharata-aranyakaparva	3.7.10-16	translation
kAnIna	kAnIna	kānīna	Сын незамужней девушки	manavadharmashastra	9.160	translation
kAnIta	kAnItasya	kānītasya	Сына Каниты	08_rigveda	46.24	translation
kAnIyasa	kAnIyasA	kānīyasā	моложе	br-up	1.3.1	translation
kAnana	kAnane	kānane	в лесу	01_mahabharata-adiparva	1.30.21	translation
kAndAviza	kAndAviza	kāndāviṣa	канда	10_atharvaveda	4.22	translation
kAntA	kAnte	kānte	любимая	02_ramayana-ayodhyakanda	30.41	translation
kAntAra	kAntAram	kāntāram	дебрями	02_ramayana-ayodhyakanda	28.5	translation
kAntAy	kAntAyate	kāntāyate	ведёт себя как любовник	shatakatrayam	2.100	translation
kAnta	kAnta	kānta	возлюбленным	12_mahabharata-shantiparva	12.168.47	translation
kAntatva	kAntatva	kāntatva	любви	02_ramayana-ayodhyakanda	19.32	translation
kAnti	kAnti	kānti	обаятелен	03_mahabharata-aranyakaparva	3.52.11-17	translation
kAntimat	kAntimatI	kāntimatī	прекрасная	kumarasambhava	5.71	translation
kAntimatI	kAntimatI	kāntimatī	прекрасная	kumarasambhava	5.71	translation
kAntipurI	kAntipurI	kāntipurī	Кантипури	shukasaptati	21.2	translation
kAnyakubja	kAnyakubja	kānyakubja	Каньякубджа	01_mahabharata-adiparva	1.165.30	commentary
kApAla	kApAla	kāpāla	Капалу	01_ramayana-balakanda	27.12	translation
kApAlika	kApAlika	kāpālika	Капалика	hatha-yoga-pradipika	1.8	translation
kApAlin	kApAlin	kāpālin	Капалин	07_mahabharata-dronaparva	7.5.21-27	translation
kApIputra	kApIputra	kāpīputra	сына Капи	br-up	6.5.1	translation
kApaTa	kApaTa	kāpatha	путь	02_ramayana-ayodhyakanda	108.7	translation
kApeya	kApeya	kāpeya	Капее	ch-up	4.3.5	translation
kApila	kApila	kāpila	Капилы	01_ramayana-balakanda	40.3	translation
kApotI	kApotI	kāpotī	как голубь	03_mahabharata-aranyakaparva	3.246.3-10	translation
kApota	kApotI	kāpotī	как голубь	03_mahabharata-aranyakaparva	3.246.3-10	translation
kApuruza	kApuruza	kāpuruṣa	трусливого	kama-sutra	5.1.54	translation
kApya	kApya	kāpya	Капьи	br-up	3.3.1	translation
kArA	kAra	kāra	силой	02_ramayana-ayodhyakanda	23.17	translation
kArADunI	kArADunI	kārādhunī	боевой гонг	01_rigveda	180.8	translation
kArAvara	kArAvara	kārāvara	каравара	manavadharmashastra	10.36	translation
kArI	kArI	kārī	Совершившего	03_ramayana-aranyakanda	63.3	translation
kArSakeyIputra	kArSakeyIputra	kārśakeyīputra	сына Каршакейи	br-up	6.5.2	translation
kArSana	kArSana	kārśana	жемчужина	04_atharvaveda	10.7	translation
kArSya	kArSya	kārśya	изнурял	buddhacharita	12.95	translation
kArUza	kArUza	kārūṣa	избавили	01_ramayana-balakanda	24.20	translation
kArUzaka	kArUzaka	kārūṣaka	Карушаками	01_mahabharata-adiparva	1.61.54-61	translation
kAra	kAra	kāra	силой	02_ramayana-ayodhyakanda	23.17	translation
kAraMDama	kAranDama	kārandhama	Карандхама	01_mahabharata-adiparva	1.208.1-5	translation
kAraRABAva	kAraRABAvAt	kāraṇābhāvāt	на отсутствие причины	nyaya-bhashya	5.1.12	translation
kAraRa	kAraRa	kāraṇa	причина	01_mahabharata-adiparva	1.2.15-28	translation
kAraRaBUta	kAraRaBUta	kāraṇabhūta	как причины	vedartha-samgraha_ramanuja	11	translation
kAraRatA	kAraRatAm	kāraṇatām	причина	vedartha-samgraha_ramanuja	16	translation
kAraRatas	kAraRata	kāraṇata	причине	01_mahabharata-adiparva	1.171.1-16	translation
kAraRatva	kAraRatva	kāraṇatva	причиной	nyaya-bhashya	2.1.30	translation
kAraRika	kAraRika	kāraṇika	должностные лица	02_mahabharata-sabhaparva	2.5.18-28	translation
kAraRqava	kAraRqava	kāraṇḍava	уток	02_ramayana-ayodhyakanda	27.17	translation
kAraka	kAraka	kāraka	виновники	ramanuja_gitabhashya	1.43	translation
kAraskara	kAraskara	kāraskara	Караскаров	08_mahabharata-karnaparva	8.30.41-47	translation
kArava	kArave	kārave	певцу	01_rigveda	31.9	translation
kArayitf	kArayitA	kārayitā	заставляет других выполнять	05_ramayana-sundarakanda	35.11	translation
kAri	kArayizyasi	kārayiṣyasi	будешь править	02_ramayana-ayodhyakanda	12.75	translation
kArikA	kArikA	kārikā	карики	sankhya-karika	15.1	commentary
kArin	kAriRaH	kāriṇaḥ	неучтивы	02_ramayana-ayodhyakanda	26.36	translation
kAritA	kAritA	kāritā	построен	04_mahabharata-virataparva	4.21.1-5	translation
kArkaSya	kArkaSyaM	kārkaśyaṃ	сурово	amaru-shataka	1.26	translation
kArmAra	kArmAra	kārmāra	Кузнец	09_rigveda	112.2	translation
kArma	kArma	kārma	карма	pratyabhijna-hridaya_kshemaraja	1.1.7	translation
kArmuka	kArmuka	kārmuka	луками	02_ramayana-ayodhyakanda	16.2	translation
kArotara	kArotara	kārotara	через цедилку	01_rigveda	116.7	translation
kArpARa	kArpARe	kārpāṇe	Для сражения мечами	10_rigveda	22.10	translation
kArpAsAsTi	kArpAsAsTi	kārpāsāsthi	семена хлопчатника	manavadharmashastra	4.78	translation
kArpAsa	kArpAsa	kārpāsa	хлопковый	manavadharmashastra	2.44	translation
kArpAsaka	kArpAsaka	kārpāsaka	из хлопка	05_ramayana-sundarakanda	58.152	translation
kArpAsatAntava	kArpAsatAntava	kārpāsatāntava	хлопчатобумажную ткань	manavadharmashastra	12.64	translation
kArpAsika	kArpAsika	kārpāsika	хлопковой	14_mahabharata-ashvamedhikaparva	14.46.1-8	translation
kArpUra	kArpUra	kārpūra	камфарною пудрой	amaru-shataka	22.1	translation
kArpaRya	kArpaRya	kārpaṇya	несчастья	01_mahabharata-adiparva	1.1.95-101	translation
kArtasvara	kArtasvara	kārtasvara	золотом	05_ramayana-sundarakanda	2.52	translation
kArtavIrya	kArtavIrya	kārtavīrya	Картавирьи	03_mahabharata-aranyakaparva	3.91.8-14	translation
kArtsnya	kArtsnyena	kārtsnyena	с полнотой	01_mahabharata-adiparva	1.2.201-205	translation
kArttikI	kArttikyAm	kārttikyām	в полнолуние (месяца) карттика	03_mahabharata-aranyakaparva	3.80.52-57	translation
kArttika	kArttika	kārttika	Карттика	02_mahabharata-sabhaparva	2.21.9-18	commentary
kArttikeya	kArtikeya	kārtikeya	Картикеи	03_ramayana-aranyakanda	12.21	translation
kAru	kAru	kāru	ремесленник	manavadharmashastra	5.129	translation
kAruRika	kAruRikaH	kāruṇikaḥ	добросердечный	raghuvamsha	15.69-71	translation
kAruRikatA	kAruRikatA	kāruṇikatā	милости	gitarthasamgraha-abhinavagupta	4.7	translation
kAruRya	kAruRyam	kāruṇyam	сжалиться	02_ramayana-ayodhyakanda	12.34	translation
kAruka	kAruka	kāruka	ремесленника	manavadharmashastra	4.219	translation
kAryA	kAryA	kāryā	решиться	01_mahabharata-adiparva	1.24.2-4	translation
kAryAkArya	kAryAkArya	kāryākārya	то, что надо и чего не надо делать	06_mahabharata-bhishmaparva	6.38.24	translation
kAryAkAryavicAra	kAryAkAryavicAra	kāryākāryavicāra	не различая должного и недолжного	gitarthasamgraha-abhinavagupta	16.24	translation
kAryArTa	kAryArTa	kāryārtha	зачем он пришел	05_ramayana-sundarakanda	48.61	translation
kAryArTin	kAryArTin	kāryārthin	устремленный к цели	shatakatrayam	1.74	translation
kArya	kAryaM	kāryaṃ	дело	01_mahabharata-adiparva	1.1.157-159	translation
kAryaSeza	kAryaSezam	kāryaśeṣam	другие дела	02_ramayana-ayodhyakanda	68.11	translation
kAryakAla	kAryakAla	kāryakāla	время действовать	01_mahabharata-adiparva	1.3.184-192	translation
kAryakAraRa	kAryakAraRa	kāryakāraṇa	причины и следствия	nyaya-bhashya	2.1.1	translation
kAryakAraRaBAva	kAryakAraRaBAva	kāryakāraṇabhāva	причин и следствий	gitarthasamgraha-abhinavagupta	13.21	translation
kAryakara	kAryakara	kāryakara	поступать	08_mahabharata-karnaparva	8.6.6-9	translation
kAryakaraRa	kAryakaraRa	kāryakaraṇa	выполнять работу	01_mahabharata-adiparva	1.79.5-6	translation
kAryasama	kAryasama	kāryasama	следствии	nyaya-bhashya	5.1.1	translation
kAryasidDi	kAryasidDim	kāryasiddhim	исполнение дела	05_ramayana-sundarakanda	60.20	translation
kAryatA	kAryatA	kāryatā	осуществлению	05_mahabharata-udyogaparva	5.86.7-11	translation
kAryatama	kAryatama	kāryatama	более важной заботы	06_mahabharata-bhishmaparva	6.16.11-20	translation
kAryatas	kAryataH	kāryataḥ	через следствия	sankhya-karika	8.1	translation
kAryatva	kAryatva	kāryatva	обусловлено	vedartha-samgraha_ramanuja	22	translation
kAryavaSa	kAryavaSAt	kāryavaśāt	как того требовало дело	02_ramayana-ayodhyakanda	68.14	translation
kAryavat	kAryavat	kāryavat	занятому делами	manavadharmashastra	9.74	translation
kAryavattA	kAryavattayA	kāryavattayā	по делу	01_mahabharata-adiparva	1.39.24	translation
kAryavfttAnta	kAryavfttAnta	kāryavṛttānta	суть дела	01_mahabharata-adiparva	1.38.13-21	translation
kAryika	kAryika	kāryika	тяжущийся	manavadharmashastra	7.124	translation
kAryin	kAryin	kāryin	тяжущихся сторон	manavadharmashastra	8.2	translation
kArzApaRa	kArzApaRa	kārṣāpaṇa	каршапаной	manavadharmashastra	8.136	translation
kArzIvaRa	kArzIvaRA	kārṣīvaṇā	пахари	06_atharvaveda	116.1	translation
kArzRAyasa	kArzRAyasa	kārṣṇāyasa	из черного железа	01_mahabharata-adiparva	1.3.71-78	translation
kArzRa	kArzRaM	kārṣṇaṃ	составленную Вьясой	01_mahabharata-adiparva	1.1.198-207	translation
kArzRi	kArzRi	kārṣṇi	сыну Кришны	03_mahabharata-aranyakaparva	3.118.17-23	translation
kArzika	kArzika	kārṣika	равная по весу карше	manavadharmashastra	8.136	translation
kArzman	kArzman	kārṣman	последний барьер	01_rigveda	116.17	translation
