lemma_slp1	hom	pwg_sense_id	pwg_gloss	pwg_loci	mw_sense_id	mw_gloss	apte_sense_id	apte_gloss	confidence	note
muKa		12	= ŚABDAR. _im_ ŚKDR	ŚABDARATNĀVALĪ; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
muKa		13	m. Artocarpus Locucha ( s. ) Roxb. ŚABDAC. _im_ ŚKDR. — Vgl. (in der ersten Bed.	ŚABDACANDRIKĀ; ŚABDAKALPADRUMA (GILD. Bibl. 371).; PAÑCATANTRA. Pantschatantrum sive quinqu 84,8					0.99	pilot; MW/Apte columns are inventory not sense-aligned
muKa		2a	ein attributives adj. : ŚĀK. 180 . KATHĀS. 9,45 . PAÑCAT. 238,23 . VIKR. 17 . VA	ŚĀKUNTALA 180; KATHĀSARITSĀGARA 9,45; PAÑCATANTRA. Pantschatantrum sive quinqu 238,23					0.99	pilot; MW/Apte columns are inventory not sense-aligned
muKa		2b	das, womit das Gesicht verglichen wird: VIKR. 28 . R. 3,58,4 . ŚRUT. 25 . das Ge	VIKRAMORVAŚĪ 28; RĀMĀYAṆA. Ohne eine nähere Angabe ist be 3,58,4; ŚRUTABODHA in der Zeitschrift für die Ku 25					0.99	pilot; MW/Apte columns are inventory not sense-aligned
muKa		2c	das, was sich auf dem Gesichte zeigt: ( s. auch bes. ) R. 5,26,19 . 4,61,2 . Spr	RĀMĀYAṆA. Ohne eine nähere Angabe ist be 5,26,19; RĀMĀYAṆA. Ohne eine nähere Angabe ist be 4,61,2; Indische Sprüche. Sanskrit und deutsch h 4144					0.99	pilot; MW/Apte columns are inventory not sense-aligned
muKa		2d	das, wohin das Gesicht gerichtet ist: MBH. 7,2084 . HARIV. 3917 . R. 4,57,2 . YĀ	MAHĀBHĀRATA 7,2084 → vulg 7.54.12; HARIVAṂŚA im 4ten Bande des MBH. Aus die 3917; RĀMĀYAṆA. Ohne eine nähere Angabe ist be 4,57,2					0.99	pilot; MW/Apte columns are inventory not sense-aligned
muKa		3	Richtung: = ( s. d. ) Himmelsrichtung MṚCCH. 85,2 . nach innen SŪRYAS. 10,12 . 2	MṚCCHAKAṬIKĀ 85,2; SŪRYASIDDHĀNTA 10,12; SŪRYASIDDHĀNTA 2,2					0.99	pilot; MW/Apte columns are inventory not sense-aligned
muKa		4	Schnauze (eines Gefässes) KĀTY. ŚR. 9,13,14	KĀTYĀYANA'S ŚRAUTASŪTRĀṆI. 26 Adhyāya. H 9,13,14					0.99	pilot; MW/Apte columns are inventory not sense-aligned
muKa		5	Oeffnung, Eingang, Ausgang; = AK. 2,2,18 . H. 982 . H. an. MED. HALĀY. 2,134 . Ś	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,2,18; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 982; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
muKa		6	Vordertheil, Spitze: adj. breites Vordertheil habend KĀTY. ŚR. 7,4,8 . TBR. 3,8,	KĀTYĀYANA'S ŚRAUTASŪTRĀṆI. 26 Adhyāya. H 7,4,8; TAITTIRĪYABRĀHMAṆA. 3,8,23,1; SĀYAṆA.					0.99	pilot; MW/Apte columns are inventory not sense-aligned
muKa		7	das Haupt, der Beste, Vorzüglichste, = H. an. = ŚABDAR. _im_ ŚKDR. AIT. BR. 1,4	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; ŚABDARATNĀVALĪ; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
muKa		8	Anfang, Beginn; = H. an. MED. VS. 29,6 . AIT. BR. 1,8 . ŚAT. BR. 1,1,2,3 . LĀṬY.	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA; VĀJASANEYISAM̃HITĀ. The VĀYASANEYI-SANHI 29,6					0.99	pilot; MW/Apte columns are inventory not sense-aligned
muKa		9	Anfang so v. a. Anlass, Veranlassung: MBH. 3,16008 . 5,6008 . 12,3766 . 16,156 .	MAHĀBHĀRATA 3,16008 → vulg 3.278.8; MAHĀBHĀRATA 5,6008 → vulg 5.175.33; MAHĀBHĀRATA 12,3766 → vulg 12.102.14					0.99	pilot; MW/Apte columns are inventory not sense-aligned
sma	1	1	nach Partikeln ähnlichen Werthes, wie ( VS. PRĀT. 3,128 ) ṚV. 1,26,3 . 4,3,10 .	PRĀTIŚĀKHYA zur VĀJASANEYISAM̃HITĀ 3,128; ṚGVEDA. Es wird nach Maṇḍala 1,26,3; ṚGVEDA. Es wird nach Maṇḍala 4,3,10	mw:257061:1	sma , smA , (or zma , zmA ), ind. a particle perhaps originally equivalent to ‘ever’, ‘always’; | and later to ‘indeed’, ‘certainly’, ‘verily’, ‘surely’ (it is often used pleonastically, and in earlier language generally follows a similar particle [ esp. ha , na ], or relative, or prep. or verb, while in later langu…	ap90:31042:1	sma ind. | 1 A particle added to the present tense of verbs (or to present participles) and giving them the sense of the past tense; BAsurako nAma siMhaH prativasati sma Pt. 1 ; krIRaMti sma prARamUlyEryaSAMsi Śi. 18. 15. | 2 A pleonastic particle (generally added to the prohibitive particle mA q. v. ); BarturviprakftApi rozaRatayA mAsma pratIpaM gamaH Ś. 4. 17 ; mAsma sImaMtinI kAcijjatayetputramIdfSaM H. 2. 7.	0.99	pilot; MW/Apte columns are inventory not sense-aligned
sma	1	2	nach Präpositionen: ṚV. 1,42,2 . 10,95,8 . 1,51,12 . 8,24,6 . 10,102,2 . 8,49,10	ṚGVEDA. Es wird nach Maṇḍala 1,42,2; ṚGVEDA. Es wird nach Maṇḍala 10,95,8; ṚGVEDA. Es wird nach Maṇḍala 1,51,12					0.99	pilot; MW/Apte columns are inventory not sense-aligned
sma	1	3	nach der Negation ṚV. 10,178,3 . 27,24 . AV. 5,22,11 . 12,3,46	ṚGVEDA. Es wird nach Maṇḍala 10,178,3; ṚGVEDA. Es wird nach Maṇḍala 10, 27,24; ATHARVAVEDASAM̃HITĀ 5,22,11					0.99	pilot; MW/Apte columns are inventory not sense-aligned
sma	1	4	nach relat. und demonstr. Pronomina ṚV. 2,12,5 . 3,62,1 . 4,38,4 . AV. 10,4,6 .	ṚGVEDA. Es wird nach Maṇḍala 2,12,5; ṚGVEDA. Es wird nach Maṇḍala 3,62,1; ṚGVEDA. Es wird nach Maṇḍala 4,38,4					0.99	pilot; MW/Apte columns are inventory not sense-aligned
sma	1	5	nach Zeitwörtern ṚV. 1,37,15 . 7,21,9 . 10,33,1 . 102,6 . 136,7 . AV. 6,123,2 .	ṚGVEDA. Es wird nach Maṇḍala 1,37,15; ṚGVEDA. Es wird nach Maṇḍala 7,21,9; ṚGVEDA. Es wird nach Maṇḍala 10,33,1					0.99	pilot; MW/Apte columns are inventory not sense-aligned
sma	1	6	ausserdem, z. B. ṚV. 10,86,10 . 95,5 . 102,4 . AV. 3,17,7 . AIT. BR. 8,22 . — In	ṚGVEDA. Es wird nach Maṇḍala 10,86,10; ṚGVEDA. Es wird nach Maṇḍala 95,5; ṚGVEDA. Es wird nach Maṇḍala 102,4					0.99	pilot; MW/Apte columns are inventory not sense-aligned
sma	1	9a	im Präsens α〉 mit Präsensbedeutung: MBH. 6,3333 . 3,1736 . 2126 . [Page7-1382] 1	MAHĀBHĀRATA 6,3333 → vulg 6.76.22; MAHĀBHĀRATA 3,1736 → vulg 3.42.23; MAHĀBHĀRATA 3, 2126 → vulg 3.54.23					0.99	pilot; MW/Apte columns are inventory not sense-aligned
sma	1	9b	im imperf. : MBH. 1,2168 . 4832 . 5,7002 . 7,2561 . 6021 . R. 2,64,21 . BHĀG. P.	MAHĀBHĀRATA 1,2168 → vulg 1.58.32; MAHĀBHĀRATA 1, 4832 → vulg 1.123.76; MAHĀBHĀRATA 5,7002					0.99	pilot; MW/Apte columns are inventory not sense-aligned
sma	1	9c	im aor. N. 13,32 . BHĀG. P. 4,7,14	NALOPĀKHYĀNA in BÖHTLINGK'S Chrestomathi 13,32; BHĀGAVATAPURĀṆA 4,7,14					0.99	pilot; MW/Apte columns are inventory not sense-aligned
sma	1	9d	im perf. MBH. 1,2823 . 7012 . 8,2709 . R. 2,37,13 . 42,30 . 6,36,20 . KIR. 3,18	MAHĀBHĀRATA 1,2823 → vulg 1.69.10; MAHĀBHĀRATA 1, 7012 → vulg 1.185.3; MAHĀBHĀRATA 8,2709 → vulg 8.56.13					0.99	pilot; MW/Apte columns are inventory not sense-aligned
sma	1	9e	im partic. praet. pass. (als verbum fin. ): HARIV. 3787 . R. 2,68,22	HARIVAṂŚA im 4ten Bande des MBH. Aus die 3787; RĀMĀYAṆA. Ohne eine nähere Angabe ist be 2,68,22					0.99	pilot; MW/Apte columns are inventory not sense-aligned
sma	1	9f	im imperat. P. 3,3,165. fg. MBH. 5,877 ( mit der ed. Bomb. zu lesen)	PĀṆINI'S acht Bücher grammatischer Regel 3,3,165. fg; MAHĀBHĀRATA 5,877 → vulg 5.30.11; ed. Bomb					0.99	pilot; MW/Apte columns are inventory not sense-aligned
sma	1	9g	im potent. MBH. 5,879. fg. KĀM. NĪTIS. 10,40 . BHĀG. P. 8,5,15	MAHĀBHĀRATA 5,879. fg → vulg 5.30.13; ? [Cologne Addition] 10,40; BHĀGAVATAPURĀṆA 8,5,15					0.99	pilot; MW/Apte columns are inventory not sense-aligned
sma	1	9h	im fut. MBH. 3,2973 . BHĀG. P. 12,1,10	MAHĀBHĀRATA 3,2973 → vulg 3.76.18; BHĀGAVATAPURĀṆA 12,1,10					0.99	pilot; MW/Apte columns are inventory not sense-aligned
sma	1	9i	vom Verbum finitum getrennt: α〉 durch ein partic. praes. : MBH. 4,1270 . BHĀG. P	MAHĀBHĀRATA 4,1270 → vulg 4.38.39; BHĀGAVATAPURĀṆA 1,7,14; BHĀGAVATAPURĀṆA 5,13,10					0.99	pilot; MW/Apte columns are inventory not sense-aligned
saMgraha		10	Lenker, Regierer, Behüter: BHĀG. P. 4,14,21 . R. 1,6,1 . etwa Verfüger, Anordner	BHĀGAVATAPURĀṆA 4,14,21; RĀMĀYAṆA. Ohne eine nähere Angabe ist be 1,6,1; RĀMĀYAṆA. Ohne eine nähere Angabe ist be 7,103,15	mw:228623:1	saM-graha m. holding together, seizing, grasping, taking, reception, obtainment, MBh. ; Kāv. &amp;c. | taking (in the sense of eating or drinking food, medicine &amp;c.), Ragh. ; Bhartṛ. | the fetching back of discharged weapons by magical means, MBh. ; Hariv. | bringing together, assembling (of men), R. ; Ragh. ; Siṃhās. | collecting, gathering, conglomeration, accumulation (as of stores), Mn. ; MBh. &amp;c. | (in phil. ) agglomeration (= saMyoga , q.v. ), MW. | a place where anything is kept, a store-room, receptacle, BhP. | complete enumeration or collection, sum, amount, totality ( eRa , ‘completely’, ‘entirely’), Yājñ. ; MBh. &amp;c. | drawing together, making narrower, narrowing, tightening, making thin or slender, the thin part of anything, Car. ; Vāgbh. ; KātyŚr. , Sch. | a compendium, summary, catalogue, list, epitome, abridgment, short statement ( eRa or At , ‘shortly’, ‘summarily’, ‘in few words’), KaṭhUp. ; MBh. &amp;c. | inclusion, comprehension, Kusum. ; Kull. | check, restraint, control, ib. ; Vet. | keeping, guarding, protection, Mn. ; MBh. &amp;c. | a guardian, ruler, manager, arranger, R. ; BhP. | obstruction, constipation (see -grahanI ) | attracting, winning, favouring, kind treatment, propitiation, entertaining, entertainment, Mn. ; MBh. &amp;c. | taking to wife, marriage (see dAra-s˚ ) | perception, notion, Kap. ; BhP. | mention, mentioning, L. | elevation, loftiness, L. | velocity, L. | N. of Śiva , MBh. | N. of various works ( esp. of a gram. wk. in 100,000 Śloka s by Vyāḍi ; also often in comp. )			0.99	pilot; MW/Apte columns are inventory not sense-aligned
saMgraha		11	/ 11〉 Zusammendrängung, kurze Darlegung MĀRK. P. 53,9 (wohl zu lesen). in Kürze,	MĀRKĀṆḌEYAPURĀṆA in der Bibliotheca indi 53,9; KAṬHOPANIṢAD in der Bibliotheca indica. 2,15; BHAGAVADGĪTĀ 8,11					0.99	pilot; MW/Apte columns are inventory not sense-aligned
saMgraha		12	Verengerung, Schmälerung; schmale Stelle: VĀGBH. 1,25,13 . Schol. zu KĀTY. ŚR. 6	? [Cologne Addition] 1,25,13; KĀTYĀYANA'S ŚRAUTASŪTRĀṆI. 26 Adhyāya. H 688,17; KĀTYĀYANA'S ŚRAUTASŪTRĀṆI. 26 Adhyāya. H 217,23					0.99	pilot; MW/Apte columns are inventory not sense-aligned
saMgraha		14	zu lesen / 14〉 das Heranziehen, für sich Gewinnen; freundliche —, liebevolle Beh	BHARATA 19,84; BHARATA 19, 63; BHARATA 34,85					0.99	pilot; MW/Apte columns are inventory not sense-aligned
saMgraha		15	das zur Ehe Nehmen, Heirathen: MBH. 1,125 in der Unterschr. des Adhyāya	MAHĀBHĀRATA 1,125 → vulg 1.1.171					0.99	pilot; MW/Apte columns are inventory not sense-aligned
saMgraha		16	Auffassung, Wahrnehmung: BHĀG. P. 3,26,35 . das Verstehen: KAP. 1,26 . adj. der	BHĀGAVATAPURĀṆA 3,26,35; KAPILA (The Aphorisms of the Sánkhya Phi 1,26; BHĀGAVATAPURĀṆA 6					0.99	pilot; MW/Apte columns are inventory not sense-aligned
saMgraha		3	das Beisammenlassen: ṚV. PRĀT. 11,2 . 23 / (auch R. GORR. 1,75,21 und zwar bei d	PRĀTIŚĀKHYA zun ṚGVEDA 11,2; PRĀTIŚĀKHYA zun ṚGVEDA 11, 23; ? [Cologne Addition] 1,75,21					0.99	pilot; MW/Apte columns are inventory not sense-aligned
saMgraha		4	das Zusammenbringen, Sammeln, Aufspeichern, Anhäufen; Vorrath: M. 9,11 . KĀM. NĪ	MANU'S Gesetzbuch in der Ausg. von LOISE 9,11; ? [Cologne Addition] 12,18; RAGHUVAṂŚA 17,60					0.99	pilot; MW/Apte columns are inventory not sense-aligned
saMgraha		5	Zusammenstellung, vollständige Aufzählung: YĀJÑ. 3,90 . MBH. 1,311 . 13,1114 . S	YĀJÑAVALKYA'S Gesetzbuch. Sanskrit und D 3,90; MAHĀBHĀRATA 1,311 → vulg 1.2.82; MAHĀBHĀRATA 13,1114 → vulg 13.16.76					0.99	pilot; MW/Apte columns are inventory not sense-aligned
saMgraha		6	das Umfassen, Einschliessen, Mitbegreifen: Schol. zu P. 5,4,90 . KUSUM. 24,3 . 5	PĀṆINI'S acht Bücher grammatischer Regel 5,4,90; ? [Cologne Addition] 24,3; ? [Cologne Addition] 53,4					0.99	pilot; MW/Apte columns are inventory not sense-aligned
saMgraha		7	was Etwas umfasst, einschliesst; Behälter BHĀG. P. 3,8,25 . 4,17,30 . 21,34 . 24	BHĀGAVATAPURĀṆA 3,8,25; BHĀGAVATAPURĀṆA 4,17,30; BHĀGAVATAPURĀṆA 4, 21,34					0.99	pilot; MW/Apte columns are inventory not sense-aligned
saMgraha		8	das im Zaum Halten: BHĀG. P. 11,20,21 . ( Gegens. ) VET. in LA. (III) 1,19	BHĀGAVATAPURĀṆA 11,20,21; VETĀLAPAÑCAVIṂŚATI in LASSEN'S Anthologi 1,19					0.99	pilot; MW/Apte columns are inventory not sense-aligned
saMgraha		9	das in Ordnung Halten, Bewahren, Hüten: M. 7,113. fg. MBH. 12,3261 . der Welt im	MANU'S Gesetzbuch in der Ausg. von LOISE 7,113. fg; MAHĀBHĀRATA 12,3261 → vulg 12.87.1; BHĀGAVATAPURĀṆA 7,2,39					0.99	pilot; MW/Apte columns are inventory not sense-aligned
